S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,No. of Units,Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Option Exercised / Sales Agreement Signed,unit price bin,Tenure 2
1441,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,1,828305,646,Strata,06 to 10,1283,10/1/2013,1000-1499,<105
1442,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,964860,775,Strata,06 to 10,1245,10/1/2013,1000-1499,<105
1443,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,915610,775,Strata,06 to 10,1181,10/1/2013,1000-1499,<105
1444,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,1,2053210,2637,Strata,16 to 20,779,10/1/2013,500-999,<105
1448,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,898150,710,Strata,01 to 05,1264,10/1/2013,1000-1499,>900 / Freehold
1450,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,868000,710,Strata,01 to 05,1222,10/1/2013,1000-1499,>900 / Freehold
1451,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,1,885780,657,Strata,06 to 10,1349,10/1/2013,1000-1499,<105
1452,COMPASS HEIGHTS,SENGKANG SQUARE,Apartment,19,OCR,99 yrs lease commencing from 2000,1,1118888,1109,Strata,11 to 15,1009,10/1/2013,1000-1499,<105
2,REGENTVILLE,HOUGANG STREET 92,Apartment,19,OCR,99 yrs lease commencing from 1996,1,935000,1152,Strata,01 to 05,812,9/1/2013,500-999,<105
4,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,879060,732,Strata,06 to 10,1201,9/1/2013,1000-1499,<105
8,THE BENTLY RESIDENCES@KOVAN,KOVAN ROAD,Apartment,19,OCR,Freehold,1,657500,441,Strata,01 to 05,1490,9/1/2013,1000-1499,>900 / Freehold
13,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,800000,474,Strata,01 to 05,1689,9/1/2013,1500-1999,<105
14,CAMBIO SUITES,LIM TUA TOW ROAD,Apartment,19,OCR,Freehold,1,1058250,807,Strata,01 to 05,1311,9/1/2013,1000-1499,>900 / Freehold
16,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1659000,1421,Strata,11 to 15,1168,9/1/2013,1000-1499,<105
17,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,1,1069660,1109,Strata,11 to 15,965,9/1/2013,500-999,<105
19,CAMBIO SUITES,LIM TUA TOW ROAD,Apartment,19,OCR,Freehold,1,1604000,1539,Strata,01 to 05,1042,9/1/2013,1000-1499,>900 / Freehold
20,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,1,820000,646,Strata,01 to 05,1270,9/1/2013,1000-1499,<105
21,THE QUINN,BARTLEY ROAD,Apartment,19,OCR,Freehold,1,1305310,807,Strata,01 to 05,1617,9/1/2013,1500-1999,>900 / Freehold
22,CAMBIO SUITES,LIM TUA TOW ROAD,Apartment,19,OCR,Freehold,1,1739360,1668,Strata,01 to 05,1043,9/1/2013,1000-1499,>900 / Freehold
23,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1008000,840,Strata,01 to 05,1201,9/1/2013,1000-1499,<105
24,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1211440,797,Strata,01 to 05,1521,9/1/2013,1500-1999,>900 / Freehold
25,RIO VISTA,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2001,1,955000,1055,Strata,01 to 05,905,9/1/2013,500-999,<105
26,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,896220,732,Strata,16 to 20,1224,9/1/2013,1000-1499,<105
27,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1270000,947,Strata,01 to 05,1341,9/1/2013,1000-1499,>900 / Freehold
28,CENTRAL VIEW,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 1998,1,1008888,1216,Strata,01 to 05,829,9/1/2013,500-999,<105
30,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1130940,732,Strata,01 to 05,1545,9/1/2013,1500-1999,>900 / Freehold
31,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,927140,614,Strata,01 to 05,1511,9/1/2013,1500-1999,>900 / Freehold
32,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1238800,1033,Strata,01 to 05,1199,9/1/2013,1000-1499,>900 / Freehold
33,HOUGANG GREEN,BUANGKOK GREEN,Apartment,19,OCR,99 yrs lease commencing from 1994,1,720000,764,Strata,01 to 05,942,9/1/2013,500-999,<105
36,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,951700,614,Strata,01 to 05,1551,9/1/2013,1500-1999,>900 / Freehold
37,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,668050,431,Strata,01 to 05,1552,9/1/2013,1500-1999,>900 / Freehold
38,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,662220,474,Strata,11 to 15,1398,9/1/2013,1000-1499,<105
39,NOUVELLE PARK,POH HUAT ROAD WEST,Condominium,19,OCR,Freehold,1,1070000,1119,Strata,01 to 05,956,9/1/2013,500-999,>900 / Freehold
40,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1203470,797,Strata,01 to 05,1511,9/1/2013,1500-1999,>900 / Freehold
41,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,877000,732,Strata,11 to 15,1198,9/1/2013,1000-1499,<105
42,SUNGLADE,SERANGOON AVENUE 2,Condominium,19,OCR,99 yrs lease commencing from 2000,1,998000,818,Strata,11 to 15,1220,9/1/2013,1000-1499,<105
43,PARC CENTROS,PUNGGOL CENTRAL,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1005750,1324,Strata,01 to 05,760,9/1/2013,500-999,<105
44,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,3675000,2863,Strata,16 to 20,1284,9/1/2013,1000-1499,>900 / Freehold
45,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,874000,732,Strata,11 to 15,1194,9/1/2013,1000-1499,<105
47,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1243500,829,Strata,01 to 05,1500,9/1/2013,1500-1999,>900 / Freehold
48,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,910000,614,Strata,01 to 05,1483,9/1/2013,1000-1499,>900 / Freehold
49,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,663740,431,Strata,01 to 05,1542,9/1/2013,1500-1999,>900 / Freehold
50,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,646500,431,Strata,01 to 05,1502,9/1/2013,1500-1999,>900 / Freehold
51,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1270590,1033,Strata,01 to 05,1230,9/1/2013,1000-1499,>900 / Freehold
52,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,663740,431,Strata,01 to 05,1542,9/1/2013,1500-1999,>900 / Freehold
53,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,655120,431,Strata,01 to 05,1522,9/1/2013,1500-1999,>900 / Freehold
54,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,1,1033320,1109,Strata,01 to 05,932,9/1/2013,500-999,<105
55,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,785000,560,Strata,06 to 10,1402,9/1/2013,1000-1499,<105
56,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,855000,753,Strata,01 to 05,1135,9/1/2013,1000-1499,<105
58,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1084800,904,Strata,01 to 05,1200,9/1/2013,1000-1499,>900 / Freehold
59,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,948630,614,Strata,01 to 05,1546,9/1/2013,1500-1999,>900 / Freehold
60,CAMBIO SUITES,LIM TUA TOW ROAD,Apartment,19,OCR,Freehold,1,1120220,861,Strata,01 to 05,1301,9/1/2013,1000-1499,>900 / Freehold
61,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1270590,1033,Strata,01 to 05,1230,9/1/2013,1000-1499,>900 / Freehold
62,CAMBIO SUITES,LIM TUA TOW ROAD,Apartment,19,OCR,Freehold,1,1044400,797,Strata,01 to 05,1311,9/1/2013,1000-1499,>900 / Freehold
63,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1235210,829,Strata,01 to 05,1490,9/1/2013,1000-1499,>900 / Freehold
64,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,954770,614,Strata,01 to 05,1556,9/1/2013,1500-1999,>900 / Freehold
65,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1493750,1195,Strata,01 to 05,1250,9/1/2013,1000-1499,>900 / Freehold
66,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1935000,1216,Strata,11 to 15,1591,9/1/2013,1500-1999,>900 / Freehold
67,EVERGREEN PARK,HOUGANG AVENUE 7,Apartment,19,OCR,99 yrs lease commencing from 1995,1,920000,1173,Strata,01 to 05,784,9/1/2013,500-999,<105
68,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,720000,484,Strata,01 to 05,1486,9/1/2013,1000-1499,>900 / Freehold
69,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1887270,1636,Strata,11 to 15,1153,9/1/2013,1000-1499,<105
77,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,951700,614,Strata,01 to 05,1551,9/1/2013,1500-1999,>900 / Freehold
78,CAMBIO SUITES,LIM TUA TOW ROAD,Apartment,19,OCR,Freehold,1,1624210,1625,Strata,01 to 05,999,9/1/2013,500-999,>900 / Freehold
79,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1544320,1216,Strata,01 to 05,1270,9/1/2013,1000-1499,>900 / Freehold
80,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,680980,431,Strata,01 to 05,1582,9/1/2013,1500-1999,>900 / Freehold
81,CAMBIO SUITES,LIM TUA TOW ROAD,Apartment,19,OCR,Freehold,1,1557660,1432,Strata,01 to 05,1088,9/1/2013,1000-1499,>900 / Freehold
82,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1500000,1195,Strata,01 to 05,1255,9/1/2013,1000-1499,>900 / Freehold
83,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1528000,1216,Strata,01 to 05,1256,9/1/2013,1000-1499,>900 / Freehold
84,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,637880,431,Strata,01 to 05,1482,9/1/2013,1000-1499,>900 / Freehold
85,CAMBIO SUITES,LIM TUA TOW ROAD,Apartment,19,OCR,Freehold,1,1517490,1335,Strata,01 to 05,1137,9/1/2013,1000-1499,>900 / Freehold
86,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1130940,732,Strata,01 to 05,1545,9/1/2013,1500-1999,>900 / Freehold
89,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1493750,1195,Strata,01 to 05,1250,9/1/2013,1000-1499,>900 / Freehold
90,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1105720,872,Strata,06 to 10,1268,9/1/2013,1000-1499,<105
91,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,868000,732,Strata,01 to 05,1186,9/1/2013,1000-1499,<105
92,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1203470,797,Strata,01 to 05,1511,9/1/2013,1500-1999,>900 / Freehold
97,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1239355,829,Strata,01 to 05,1495,9/1/2013,1000-1499,>900 / Freehold
98,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,637880,431,Strata,01 to 05,1482,9/1/2013,1000-1499,>900 / Freehold
99,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,663740,431,Strata,01 to 05,1542,9/1/2013,1500-1999,>900 / Freehold
100,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,911790,614,Strata,01 to 05,1486,9/1/2013,1000-1499,>900 / Freehold
101,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1235000,1033,Strata,01 to 05,1195,9/1/2013,1000-1499,>900 / Freehold
104,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,914860,614,Strata,01 to 05,1491,9/1/2013,1000-1499,>900 / Freehold
105,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1130940,732,Strata,01 to 05,1545,9/1/2013,1500-1999,>900 / Freehold
106,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,960910,614,Strata,01 to 05,1566,9/1/2013,1500-1999,>900 / Freehold
108,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,879340,732,Strata,01 to 05,1201,9/1/2013,1000-1499,<105
109,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,668050,431,Strata,01 to 05,1552,9/1/2013,1500-1999,>900 / Freehold
110,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1201000,764,Strata,11 to 15,1571,9/1/2013,1500-1999,>900 / Freehold
113,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1207455,797,Strata,01 to 05,1516,9/1/2013,1500-1999,>900 / Freehold
114,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,914860,614,Strata,01 to 05,1491,9/1/2013,1000-1499,>900 / Freehold
115,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1166160,904,Strata,01 to 05,1290,9/1/2013,1000-1499,>900 / Freehold
116,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,775000,474,Strata,16 to 20,1636,9/1/2013,1500-1999,<105
123,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1207455,797,Strata,01 to 05,1516,9/1/2013,1500-1999,>900 / Freehold
124,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1647000,1421,Strata,01 to 05,1159,9/1/2013,1000-1499,<105
125,RIO VISTA,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2001,1,1030000,1238,Strata,01 to 05,832,9/1/2013,500-999,<105
126,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1134600,732,Strata,01 to 05,1550,9/1/2013,1500-1999,>900 / Freehold
127,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1238000,764,Strata,11 to 15,1620,9/1/2013,1500-1999,>900 / Freehold
128,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1673000,1044,Strata,16 to 20,1602,9/1/2013,1500-1999,>900 / Freehold
129,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1227000,753,Strata,11 to 15,1628,9/1/2013,1500-1999,>900 / Freehold
130,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,714000,474,Strata,01 to 05,1508,9/1/2013,1500-1999,>900 / Freehold
142,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1098000,732,Strata,01 to 05,1500,9/1/2013,1500-1999,>900 / Freehold
143,NAUNG RESIDENCE,JALAN NAUNG,Apartment,19,OCR,999 yrs lease commencing from 1883,1,796000,549,Strata,01 to 05,1450,9/1/2013,1000-1499,>900 / Freehold
144,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1175200,904,Strata,01 to 05,1300,9/1/2013,1000-1499,>900 / Freehold
146,CAMBIO SUITES,LIM TUA TOW ROAD,Apartment,19,OCR,Freehold,1,1066580,807,Strata,01 to 05,1321,9/1/2013,1000-1499,>900 / Freehold
147,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1235210,829,Strata,01 to 05,1490,9/1/2013,1000-1499,>900 / Freehold
148,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,880850,721,Strata,01 to 05,1221,9/1/2013,1000-1499,<105
149,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,770000,474,Strata,06 to 10,1626,9/1/2013,1500-1999,>900 / Freehold
150,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1105320,732,Strata,01 to 05,1510,9/1/2013,1500-1999,>900 / Freehold
151,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1669000,1044,Strata,11 to 15,1598,9/1/2013,1500-1999,>900 / Freehold
154,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,765000,614,Strata,01 to 05,1247,9/1/2013,1000-1499,<105
165,EVERGREEN PARK,HOUGANG AVENUE 7,Apartment,19,OCR,99 yrs lease commencing from 1995,1,1010000,1238,Strata,11 to 15,816,9/1/2013,500-999,<105
166,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,1,873400,657,Strata,06 to 10,1330,9/1/2013,1000-1499,<105
167,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1239355,829,Strata,01 to 05,1495,9/1/2013,1000-1499,>900 / Freehold
168,HOUGANG GREEN,BUANGKOK GREEN,Apartment,19,OCR,99 yrs lease commencing from 1994,1,891000,1141,Strata,06 to 10,781,9/1/2013,500-999,<105
170,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1095000,732,Strata,01 to 05,1496,9/1/2013,1000-1499,>900 / Freehold
171,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,980000,936,Strata,01 to 05,1046,9/1/2013,1000-1499,<105
172,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,4703000,3886,Strata,16 to 20,1210,9/1/2013,1000-1499,>900 / Freehold
173,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,1,877100,689,Strata,01 to 05,1273,9/1/2013,1000-1499,<105
174,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,690000,474,Strata,01 to 05,1457,9/1/2013,1000-1499,>900 / Freehold
175,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1515000,1044,Strata,01 to 05,1451,9/1/2013,1000-1499,>900 / Freehold
176,THE QUARTZ,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2005,1,1180000,1066,Strata,11 to 15,1107,9/1/2013,1000-1499,<105
179,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1197000,926,Strata,01 to 05,1293,9/1/2013,1000-1499,>900 / Freehold
185,THE QUINN,BARTLEY ROAD,Apartment,19,OCR,Freehold,1,2330370,1701,Strata,01 to 05,1370,9/1/2013,1000-1499,>900 / Freehold
186,CAMBIO SUITES,LIM TUA TOW ROAD,Apartment,19,OCR,Freehold,1,1112160,861,Strata,01 to 05,1292,9/1/2013,1000-1499,>900 / Freehold
187,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1243500,829,Strata,01 to 05,1500,9/1/2013,1500-1999,>900 / Freehold
188,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,780000,484,Strata,06 to 10,1610,9/1/2013,1500-1999,<105
189,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,655120,431,Strata,01 to 05,1522,9/1/2013,1500-1999,>900 / Freehold
190,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,972000,646,Strata,16 to 20,1505,9/1/2013,1500-1999,>900 / Freehold
191,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1024870,872,Strata,11 to 15,1175,9/1/2013,1000-1499,<105
192,THE CHUAN,LORONG CHUAN,Condominium,19,OCR,999 yrs lease commencing from 1877,1,2020000,1582,Strata,06 to 10,1277,9/1/2013,1000-1499,>900 / Freehold
194,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,711000,474,Strata,01 to 05,1501,9/1/2013,1500-1999,>900 / Freehold
195,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1658000,1044,Strata,11 to 15,1588,9/1/2013,1500-1999,>900 / Freehold
196,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1156000,753,Strata,01 to 05,1534,9/1/2013,1500-1999,>900 / Freehold
197,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1538000,1055,Strata,01 to 05,1458,9/1/2013,1000-1499,>900 / Freehold
198,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1229000,753,Strata,11 to 15,1631,9/1/2013,1500-1999,>900 / Freehold
199,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,1230000,980,Strata,11 to 15,1256,9/1/2013,1000-1499,<105
200,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,930000,624,Strata,16 to 20,1490,9/1/2013,1000-1499,>900 / Freehold
203,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1086000,753,Strata,06 to 10,1441,9/1/2013,1000-1499,>900 / Freehold
204,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,822000,484,Strata,16 to 20,1697,9/1/2013,1500-1999,>900 / Freehold
205,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1084000,764,Strata,01 to 05,1418,9/1/2013,1000-1499,>900 / Freehold
209,EVERGREEN PARK,HOUGANG AVENUE 7,Apartment,19,OCR,99 yrs lease commencing from 1995,1,900000,1066,Strata,11 to 15,845,9/1/2013,500-999,<105
211,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1870000,1216,Strata,06 to 10,1537,9/1/2013,1500-1999,>900 / Freehold
212,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1084000,753,Strata,01 to 05,1439,9/1/2013,1000-1499,>900 / Freehold
213,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,759000,474,Strata,06 to 10,1603,9/1/2013,1500-1999,>900 / Freehold
214,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,2227000,1367,Strata,11 to 15,1629,9/1/2013,1500-1999,>900 / Freehold
215,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1554000,1044,Strata,06 to 10,1488,9/1/2013,1000-1499,>900 / Freehold
216,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1620000,1044,Strata,06 to 10,1552,9/1/2013,1500-1999,>900 / Freehold
217,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1197000,753,Strata,06 to 10,1589,9/1/2013,1500-1999,>900 / Freehold
218,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1526840,1335,Strata,01 to 05,1144,9/1/2013,1000-1499,<105
219,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1228000,753,Strata,11 to 15,1630,9/1/2013,1500-1999,>900 / Freehold
220,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1196000,753,Strata,06 to 10,1587,9/1/2013,1500-1999,>900 / Freehold
221,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,2214000,1367,Strata,11 to 15,1620,9/1/2013,1500-1999,>900 / Freehold
222,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1558000,1044,Strata,01 to 05,1492,9/1/2013,1000-1499,>900 / Freehold
223,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1597000,1044,Strata,06 to 10,1530,9/1/2013,1500-1999,>900 / Freehold
224,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1124000,764,Strata,06 to 10,1471,9/1/2013,1000-1499,>900 / Freehold
225,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,766000,484,Strata,06 to 10,1581,9/1/2013,1500-1999,>900 / Freehold
226,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1192000,753,Strata,06 to 10,1582,9/1/2013,1500-1999,>900 / Freehold
227,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,759000,474,Strata,06 to 10,1603,9/1/2013,1500-1999,>900 / Freehold
228,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,2192000,1367,Strata,06 to 10,1603,9/1/2013,1500-1999,>900 / Freehold
231,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,635000,431,Strata,01 to 05,1475,9/1/2013,1000-1499,>900 / Freehold
232,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,1,1497105,1292,Strata,11 to 15,1159,9/1/2013,1000-1499,<105
233,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,1,902000,710,Strata,01 to 05,1270,9/1/2013,1000-1499,<105
234,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1092000,764,Strata,01 to 05,1429,9/1/2013,1000-1499,>900 / Freehold
235,THE QUINN,BARTLEY ROAD,Apartment,19,OCR,Freehold,1,1390000,861,Strata,01 to 05,1614,9/1/2013,1500-1999,>900 / Freehold
236,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1613000,1044,Strata,11 to 15,1545,9/1/2013,1500-1999,>900 / Freehold
