S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,No. of Units,Price ($),Area,Type of Area,Floor Level,Unit Price ($psf),Date of Option Exercised / Sales Agreement Signed
2355,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4763961,2659,Strata,01 to 05,1792,12-Oct
2356,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,1740000,1389,Strata,01 to 05,1253,12-Oct
2357,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1138000,614,Strata,01 to 05,1855,12-Oct
2358,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1109600,538,Strata,01 to 05,2062,12-Oct
2359,DYNASTY LODGE,SIXTH AVENUE,Apartment,10,CCR,Freehold,1,2518000,1884,Strata,01 to 05,1337,12-Oct
2360,SHEARES VILLE,HOLT ROAD,Apartment,10,CCR,Freehold,1,2300000,1528,Strata,06 to 10,1505,12-Oct
2361,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1586100,1066,Strata,06 to 10,1488,12-Oct
2362,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1148000,549,Strata,01 to 05,2091,12-Oct
2363,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1117900,538,Strata,01 to 05,2077,12-Oct
2364,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3515500,2207,Strata,01 to 05,1593,12-Oct
2365,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4865229,2131,Strata,06 to 10,2283,12-Oct
2366,SPRING GROVE,GRANGE ROAD,Condominium,10,CCR,99 yrs lease commencing from 1991,1,1820000,1012,Strata,16 to 20,1799,12-Oct
2367,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4229525,2110,Strata,06 to 10,2005,12-Oct
2368,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1137100,560,Strata,01 to 05,2032,12-Oct
2369,MONTVIEW,MOUNT SINAI DRIVE,Condominium,10,CCR,Freehold,1,1900000,1227,Strata,06 to 10,1548,12-Oct
2370,DUCHESS RESIDENCES,DUCHESS AVENUE,Condominium,10,CCR,999 yrs lease commencing from 1875,1,4200000,2260,Strata,01 to 05,1858,12-Oct
2371,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4825071,2648,Strata,01 to 05,1822,12-Oct
2372,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,1830000,1012,Strata,21 to 25,1809,12-Oct
2373,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1138000,614,Strata,01 to 05,1855,12-Oct
2374,FERRELL RESIDENCES,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,3497900,1841,Strata,06 to 10,1900,12-Oct
2375,SIGNATURE AT LEWIS,LEWIS ROAD,Apartment,10,CCR,Freehold,1,1100000,635,Strata,11 to 15,1732,12-Oct
2376,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1138000,614,Strata,01 to 05,1855,12-Oct
2377,RESIDENTIAL APARTMENTS,LEWIS ROAD,Apartment,10,CCR,Freehold,1,2572000,1507,Strata,01 to 05,1707,12-Oct
2378,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1141300,549,Strata,01 to 05,2079,12-Oct
2379,GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2150000,1442,Strata,01 to 05,1491,12-Oct
2380,PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,1,4600200,2788,Strata,11 to 15,1650,12-Oct
2381,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,938000,452,Strata,01 to 05,2075,12-Oct
2382,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1106900,517,Strata,01 to 05,2142,12-Oct
2383,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,5066892,2659,Strata,06 to 10,1906,12-Oct
2384,THE FORD @ HOLLAND,FORD AVENUE,Condominium,10,CCR,Freehold,1,2180000,1152,Strata,01 to 05,1893,12-Oct
2385,AVALON,ANDERSON ROAD,Condominium,10,CCR,Freehold,1,2750000,1582,Strata,01 to 05,1738,12-Oct
2386,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4097862,2131,Strata,06 to 10,1923,12-Oct
2387,MONTVIEW,MOUNT SINAI DRIVE,Condominium,10,CCR,Freehold,1,2333000,1507,Strata,11 to 15,1548,12-Oct
2388,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,3742990,2433,Strata,16 to 20,1539,12-Oct
2389,LATITUDE,JALAN MUTIARA,Condominium,10,CCR,Freehold,1,5980500,2766,Strata,11 to 15,2162,12-Oct
2390,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1058000,517,Strata,06 to 10,2048,12-Oct
2391,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1195500,581,Strata,01 to 05,2057,12-Oct
2392,PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,1,2000000,990,Strata,11 to 15,2020,12-Oct
2393,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1111000,517,Strata,06 to 10,2150,12-Oct
2394,BALMORAL HEIGHTS,BALMORAL CRESCENT,Apartment,10,CCR,Freehold,1,1555680,926,Strata,11 to 15,1681,12-Oct
2395,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,5147208,2659,Strata,06 to 10,1936,12-Oct
